Generated_Prompt,Original_Question,Original_Answer
"[INST] Since Python's string can't be changed, I was wondering how to concatenate a string more efficiently?
I can write like it:
s += stringfromelsewhere

or like this:
s = []
s.append(somestring)

later

s = ''.join(s)

While writing this question, I found a good article talking about the topic.
http://www.skymind.com/~ocrow/python_string/
But it's in Python 2.x., so the question would be did something change in Python 3?
 [/INST] I don't know how to do string concatenation in Python 2.x, but I think it can be done using the + operator:
s = '' + s

s = s + stringfromelsewhere

It seems to be the ""official"" way to do string concatenation in Python 2.x, but I'm not sure how to do string concatenation in Python 3.x.

EDIT:
I found this question again because I did have a good reason for doing this. The question is about Python 2.x and I was using Python 3.x. Most answers were about the ""+"" operator, but I'm using Python 2.x and I'd do:

s = [""] + ""+"" + s[0:] + ""+""

from http://docs.python.org/2.x/whatsnew/
mystring = ""+"" + s

it should be
s = """".join(s, [])

against the Python 3.x requirement.
  The question is about combining two lists, however it's stated that string concatenation is not defined in Python 2.x and I haven't specified how to do string concatenation in Python 2.x.

 [/INST] ""+"" is the operator that concatenates two lists, l[:] and r = l[:] + r

The result is:

[
    ""+"" * 2.x,
    ""+"" * 3.x,
    ""+"" + ""*""
]

which is incorrect and the answer is:

[
","Since Python's string can't be changed, I was wondering how to concatenate a string more efficiently?
I can write like it:
s += stringfromelsewhere

or like this:
s = []
s.append(somestring)

later

s = ''.join(s)

While writing this question, I found a good article talking about the topic.
http://www.skymind.com/~ocrow/python_string/
But it's in Python 2.x., so the question would be did something change in Python 3?
","The recommended method is still to use append and join.
"
"[INST] I've been hearing a lot about the PyPy project. They claim it is 6.3 times faster than the CPython interpreter on their site.
Whenever we talk about dynamic languages like Python, speed is one of the top issues. To solve this, they say PyPy is 6.3 times faster.
The second issue is parallelism, the infamous Global Interpreter Lock (GIL). For this, PyPy says it can give GIL-less Python.
If PyPy can solve these great challenges, what are its weaknesses that are preventing wider adoption? That is to say, what's preventing someone like me, a typical Python developer, from switching to PyPy right now? 
 [/INST] pyPy is not just an interpreter, but also a compiler optimizer. See http://wiki.pywi.com/wiki/pyPy_2.7/
PyPy is not speed1.3: it is 0.7x slower than Python (on average).
 ...)

Now you might ask: why isn't PyPy faster than CPython?
Simple answer: you don't get speed1.3 because you're not using the right tool for the job.
But that's not true. There's no excuse to say ""why is PyPy slower than CPython"", besides ""speed1.3 is slower than Python""?
So:
http://wiki.python.org/wiki/pyPy/2.7/subpy/pyPy_2.8.html
http://wiki.python.org/wiki/PyPy
http://wiki.python.org/wiki/pyPy
http://wiki.python.org/wiki/pyPy
http://wiki.python.org/wiki/PyPy
http://wiki.python.org/wiki/PyPy

Dynamic typing (where you get speed1.3/2.7/2.8/2.9/3.0/3.8/3.0/3.5/3.8/3.0/3.0/0.7/3.8/3.0/0.9
PyPy is written in C, which is slower than Python (0.7 in 2.7/2.8/2.9):","I've been hearing a lot about the PyPy project. They claim it is 6.3 times faster than the CPython interpreter on their site.
Whenever we talk about dynamic languages like Python, speed is one of the top issues. To solve this, they say PyPy is 6.3 times faster.
The second issue is parallelism, the infamous Global Interpreter Lock (GIL). For this, PyPy says it can give GIL-less Python.
If PyPy can solve these great challenges, what are its weaknesses that are preventing wider adoption? That is to say, what's preventing someone like me, a typical Python developer, from switching to PyPy right now? 
","That site does not claim PyPy is 6.3 times faster than CPython. To quote:

The geometric average of all benchmarks is 0.16 or 6.3 times faster than CPython

This is a very different statement to the blanket statement you made, and when you understand the difference, you'll understand at least one set of reasons why you can't just say ""use PyPy"". It might sound like I'm nit-picking, but understanding why these two statements are totally different is vital.
To break that down:

The statement they make only applies to the benchmarks they've used. It says absolutely nothing about your program (unless your program is exactly the same as one of their benchmarks).
The statement is about an average of a group of benchmarks. There is no claim that running PyPy will give a 6.3 times improvement even for the programs they have tested.
There is no claim that PyPy will even run all the programs that CPython runs at all, let alone faster.

"
"[INST] How do I delete a file or folder in Python?
I am using the Python scripting language running on the Windows XP operating system.
 [/INST] I've written a script that uses the exec statement (the actual command line) from within the shell. This script is a part of a shell script I wrote and I am running it from within the application. It is not just a copy-and-paste of script, but a complete re-writing of the application. The idea is to take the output of running the script and then copy the output to the shell and be able to execute the script without the application having to run the script.
 [/INST] I've been trying to use the exec statement from the shell, and it seems to always fail when I use the call_l, but I don't know why. 
def run_script(shell_script):
    # (from http://www.python.org/portable shell)
    # (from http://www.python.org/portable shell)
    # (from shell_script)
    # (from http://www.python.org/portable shell)

  # (from shell_script)
    # (from shell_script)
    # (from shell_script)
    # (from http://www.python.org/portable shell)

# (from shell_script)
# (from http://www.python.org/portable shell)

    # (from http://www.shell.org/portable shell)
    # (from shell_script)
    # (from http://www.python.org/portable shell)

  # (from http://www.shell.org/portable shell)
    # (from shell_script)

I've been trying to add the shell script to the command line, from within the python interpreter. Something is not working as expected.
 [/INST] from shell (import http://www.shell.org/portable shell)
import sys
shell = sys.argv[0]

def run_shell(shell):
    # (from http://www.shell(""shell"",""portable"")
    # (from shell_script)
    # (from http://www.shell","How do I delete a file or folder in Python?
I am using the Python scripting language running on the Windows XP operating system.
","Use 
shutil.rmtree(path[, ignore_errors[, onerror]])

(see complete doc on shutil) and/or
os.remove

and
os.rmdir

(complete doc on os)
"
"[INST] What is the Python equivalent of Perl's chomp function, which removes the last character of a value?
 [/INST] I'm not sure I understand the glyphs() function in python2.6. Can someone explain what it does?
 [/INST] glyphs() is a Unicode (X11) extension that was added to Python 2.6. It was added to the Unicode specification so that  glyphs could be used to construct new strings.
For what exactly glyphs do is needed?
  In general, glyphs are the characters in a string whose encoding is the glyphs (in a given encoding, the letters are the same, X11).

  $0 = glyphs(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)

In Python2.6, glyphs() is the same thing, in a very strange way. It seems to be glyphs from the first line of the program.
  glyphs(0,0,0,0,0,0,0,0,0,0)

  $0 = glyphs(0,0,0,0,0,0,0,0,0,0,0)

However, the $* glyphs are different in a very subtle way:

g
a glyph in a given encoding (code point g0,0,0,0,0,0,0,0,0,0))
b g
a glyph in a given encoding (the first line of glyphs, the second line, the third line, the fourth line)

(thus the glyphs in a given string were the first line of the glyphs, the second line being the second line, the third line being the third line)
(i.e. ""i\x00\x01"")

  $* glyphs(0,0,0,0,0,0,0,0)

  $* glyphs in a given string are the first lines","What is the Python equivalent of Perl's chomp function, which removes the last character of a value?
","Careful with ""foo"".rstrip(os.linesep): That will only chomp the newline characters for the platform where your Python is being executed. Imagine you're chimping the lines of a Windows file under Linux, for instance:
$ python
Python 2.7.1 (r271:86832, Mar 18 2011, 09:09:48) 
[GCC 4.5.0 20100604 [gcc-4_5-branch revision 160292]] on linux2
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> import os, sys
>>> sys.platform
'linux2'
>>> ""foo\r\n"".rstrip(os.linesep)
'foo\r'
>>>

Use ""foo"".rstrip(""\r\n"") instead, as Mike says above.
"
"[INST] When we add a database field in django we generally write models.CharField(max_length=100, null=True, blank=True). The same is done with ForeignKey, DecimalField etc. What is the basic difference in having 

null=True only
blank=True only
null=True, blank=True

in respect to different (CharField, ForeignKey, ManyToManyField, DateTimeField) fields. What are the advantages/disadvantages of using 1/2/3?
 [/INST] I just wanted to add one more point that I missed.

All the answers in this post are about how to get the actual ForeignKey object (i.e. not the ""Book of Shakespeare"") from the model class. 
Being a Chosen

I also want to point out that there is generally no ""Book of Many Fields"" (i.e.specially flashing with my models) in general. 

I think most of the answers are just variations of the same thing, just different ways of doing things. 

But...
all of the answers (except for the first one) are chosen because they all use ""Book of Many Fields"" as their names imply.
Now, I will add something to that:

def get_parent_field(self):
    return self.get_parent_field(self, col=*)

Firstly, there is absolutely no need to even write that. Just consider the ""Book of Many Fields"" as the name of the parent class of which our object is named. 
Secondly, I suppose there is also some ""Book of Many Fields"" (i.e. 'Book of Many Fields'). 

So, there is actually only one way to get the Parent Field of chosen fields:
self.parent_fields = 
col = self.fields

if self.parent_fields is None:
    self.parent_fields = col

if self.parent_fields is None:
    self.parent_fields = col

Now, I understand that getting the fields of chosen fields generally is not the same as getting the fields of the parent class of chosen type.)
So, any way being chosen, the way to get the Parent Field of chosen fields is:","When we add a database field in django we generally write models.CharField(max_length=100, null=True, blank=True). The same is done with ForeignKey, DecimalField etc. What is the basic difference in having 

null=True only
blank=True only
null=True, blank=True

in respect to different (CharField, ForeignKey, ManyToManyField, DateTimeField) fields. What are the advantages/disadvantages of using 1/2/3?
","null=True sets NULL (versus NOT NULL) on the column in your DB. Blank values for Django field types such as DateTimeField or ForeignKey will be stored as NULL in the DB.
blank=True determines whether the field will be required in forms. This includes the admin and your own custom forms. If blank=True then the field will not be required, whereas if it's False the field cannot be blank.
The combo of the two is so frequent because typically if you're going to allow a field to be blank in your form, you're going to also need your database to allow NULL values for that field. The exception is CharFields and TextFields, which in Django are never saved as NULL. Blank values are stored in the DB as an empty string ('').
A few examples:
models.DateTimeField(blank=True) # raises IntegrityError if blank

models.DateTimeField(null=True) # NULL allowed, but must be filled out in a form

Obviously those two options don't make logical sense to use (though, there might be a use case for null=True, blank=False if you want a field to always be required in forms, but optional when dealing with an object through something like the shell.)
models.CharField(blank=True) # No problem, blank is stored as ''

models.CharField(null=True) # NULL allowed, but will never be set as NULL

CHAR and TEXT types are never saved as NULL by Django, so null=True is unnecessary. However, you can manually set one of these fields to None to force set it as NULL. If you have a scenario where that might be necessary, you should still include null=True.
"
"[INST] I want to write a function that will execute a shell command and return its output as a string, no matter, is it an error or success message. I just want to get the same result that I would have gotten with the command line.
What would be a code example that would do such a thing?
For example:
def run_command(cmd):
    # ??????

print run_command('mysqladmin create test -uroot -pmysqladmin12')
# Should output something like:
# mysqladmin: CREATE DATABASE failed; error: 'Can't create database 'test'; database exists'

 [/INST] You could do this:
import MySQLdb as mysql

def run_command(cmd):
    #??????
    if cmd.startswd('shell') and'mysql_test' in cmd.args:
       ???????????
    #???????????

  def run_command(cmd):
    def run_command(cmd):
        #???????????
        #?????????

print run_command('mysql test -i')

  run_command('mysql test -i')

  run_command('mysql test -i')

  run_command('mysql test -i')

  run_command('mysql test')

  run_command('mysql test -i')

  run_command('mysql test -i')

  run_command('mysql test')

  run_command('mysql test')

  run_command('mysql test -i')

  [/INST] If you want to run a command in the shell, you could do it with a shell command. The example in the first answer is just a shell command and is equivalent to running the shell command with -i and ""exit"" in the shell (i.e. the shell command)

  def run_command(command):
    #????????????
    command = run_command('mysql test')
 ???????????????

  def run_cmd(command):
   ???????????????

  def run_command(command","I want to write a function that will execute a shell command and return its output as a string, no matter, is it an error or success message. I just want to get the same result that I would have gotten with the command line.
What would be a code example that would do such a thing?
For example:
def run_command(cmd):
    # ??????

print run_command('mysqladmin create test -uroot -pmysqladmin12')
# Should output something like:
# mysqladmin: CREATE DATABASE failed; error: 'Can't create database 'test'; database exists'

","Something like that:
def runProcess(exe):    
    p = subprocess.Popen(exe, stdout=subprocess.PIPE, stderr=subprocess.STDOUT)
    while(True):
      retcode = p.poll() #returns None while subprocess is running
      line = p.stdout.readline()
      yield line
      if(retcode is not None):
        break

Note, that I'm redirecting stderr to stdout, it might not be exactly what you want, but I want error messages also.
This function yields line by line as they come (normally you'd have to wait for subprocess to finish to get the output as a whole).
For your case the usage would be:
for line in runProcess('mysqladmin create test -uroot -pmysqladmin12'.split()):
    print line,

"
"[INST] How do I check whether a file exists, without using the try statement?
 [/INST] I'm not sure I understand the try statement but I'm going to try to be more concise.
I'm working on a project where I'm going to be using try: except with: and I'm not in the habit of using try: except:
from pymouth import *

def main():
    try:
        #do something here
        #do something else
    except:
        #do something else

if you want to do the same thing in the reverse order, you can do:
try:
    #do something else
except:
    #do some same thing

pymouth is a nice word. But how do you go about doing ""do something"" in the Python interpreter?
 [/INST] @Pythonista
I think the most concise way to express that is:
try:
    # do something that fails
except:
    # do something that succeeds

In the body of the try: except: pass is a Python statement. It follows the standard idiom of raising an exception.
In this example, do:
try:
    # do something that fails
except:
    # do something that succeeds

In the idiom of raising an exception:
try:
    # do something that fails
except:
    # do something that succeeds

In this example, the try: except: pass is redundant.
It is superfluous to raise an exception on a failure. If you want to do something that fails, you can do this in the except: pass:
>>> from pymouth import do_something
>>> try()
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
    raise:
  NameError(io)

Python's SPAM mechanism is a hack that can be made more general. It skips the except: clause on both sides of the except: clause, so it's actually a triple:
>>> from pymouth import do_something
Traceback (most recent call last):
  File ""spam.py"", line 1, in <module>
    Raising a exception","How do I check whether a file exists, without using the try statement?
","In Python 3.4 the language provides a new module to manage files:
import pathlib
path = pathlib.Path('path/to/file')
if path.is_file(): # if you want to check a directory: path.is_dir()
    # if it is true, return true on your code

"
"[INST] How do I check whether a file exists, without using the try statement?
 [/INST] from http://www.python.org/
http://www.python.org/
/
/a/b/c/
/d/
/e/

@m/a/b/c/
@m/b/c/

  /m/b/c/
/m/b/c/

The /m/b/c/
are /m/b/c/
Are /m/b/c/

I've seen these examples before and/
@m/b/c/
and /m/b/c/
and /m/b/c/

These examples are valid if you want to use only one instance of /m/b/c/ or /m/b/c/
@m/b/c/

 [/m/b/c/]
@m/b/c/

 [m/b/c/]
@m/b/c/

 [m/b/c/]
@m/b/c/

@m/b/c/

These are valid instances of /m/b/c/

@m/b/c/

@m/b/c/

 [m/b/c/]

@m/b/c/

@m/b/c/

@m/b/c/

These are valid instances of @m/b/c/
@m/b/c/

@m/b/c/

@m/b/c/

@m/b/c/

@m/b/c/

These are valid instances of @m/b/c ():
@m/b/c
@m/b/c/

@m/b/c/

@m/b/c//

 @m/b/c/

@m/b/c/]

@m/b/c/

@m/b/c//

@m/b/c/

@m/b/c//
@m/","How do I check whether a file exists, without using the try statement?
","You can use following open method to check if file exists + readable
open(inputFile, 'r')

"
"[INST] How can I output colored text to the terminal, in Python?
What is the best Unicode symbol to represent a solid block?
 [/INST] I've searched high and low and I found that the best way to do this is with the ""with"" operator
code = """"""\n{}
@code
{}

...

code = """"""\n0123342101233421012342101233421"",
                   ...

@code2
@b1
@c
@b3

...

to ""\"""",
@b2
...

@c ""
@c with ""
...


@m2
@m3
@n2
...

  /usr/local/bin/m2/m2""
@m2/
/usr/local/m2/
/usr/local/m2/
/usr/local/m2/
/usr/local/m2/
/usr/local/m2/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr/local/c/
/usr/local/m2/
/usr","How can I output colored text to the terminal, in Python?
What is the best Unicode symbol to represent a solid block?
","Stupidly simple based on @joeld's answer
class PrintInColor:
    RED = '\033[91m'
    GREEN = '\033[92m'
    YELLOW = '\033[93m'
    LIGHT_PURPLE = '\033[94m'
    PURPLE = '\033[95m'
    END = '\033[0m'

    @classmethod
    def red(cls, s, **kwargs):
        print(cls.RED + s + cls.END, **kwargs)

    @classmethod
    def green(cls, s, **kwargs):
        print(cls.GREEN + s + cls.END, **kwargs)

    @classmethod
    def yellow(cls, s, **kwargs):
        print(cls.YELLOW + s + cls.END, **kwargs)

    @classmethod
    def lightPurple(cls, s, **kwargs):
        print(cls.LIGHT_PURPLE + s + cls.END, **kwargs)

    @classmethod
    def purple(cls, s, **kwargs):
        print(cls.PURPLE + s + cls.END, **kwargs)

Then just
PrintInColor.red('hello', end=' ')
PrintInColor.green('world')

"
"[INST] How can I convert the str representation of a dict, such as the following string, into a dict?
s = ""{'muffin' : 'lolz', 'foo' : 'kitty'}""

I prefer not to use eval. What else can I use?
The main reason for this, is one of my coworkers classes he wrote, converts all input into strings. I'm not in the mood to go and modify his classes, to deal with this issue.
 [/INST] If you'd like to avoid the input of strings, you can do this:
input = raw_input(""Enter your input: "")
input = input.split("" "" )

It's pretty simple, just copy-paste the input into your input.
  if len(input) == 1:
    print(""input was not valid - please input the input again""

  if len(input) == 1:
    print(""input was valid - please input the input again"")

This is because the input was already processed by the input (s input was just a list of strings) and you're trying to get the string to be your input.
  if len(input) == 1:
    print(""input was valid - you should not use this input"")

  #...

  if len(input) == 1:
    print(""input was valid - you should use this input"")

  if you wish to input a dictionary of strings, input = input
    my_dict = dict(input=input)
  if len(input) == 1:
    print(""input was not valid - you should use this input the input was given""

  if not input == """":
    ""input was not valid - you should not use this input""

  if len(input) == """":
    ""input was not valid - you should use this input""

  if len(input) == """":
    ""input was not valid - you should input your input""

  if len(input) == """":
    ""input was not valid""

The above example uses a for loop to iterate over the input. However, this is a bit tricky, because it requires you to input a list","How can I convert the str representation of a dict, such as the following string, into a dict?
s = ""{'muffin' : 'lolz', 'foo' : 'kitty'}""

I prefer not to use eval. What else can I use?
The main reason for this, is one of my coworkers classes he wrote, converts all input into strings. I'm not in the mood to go and modify his classes, to deal with this issue.
","http://docs.python.org/2/library/json.html
JSON can solve this problem though its decoder wants double quotes around keys and values.  If you don't mind a replace hack...
import json
s = ""{'muffin' : 'lolz', 'foo' : 'kitty'}""
json_acceptable_string = s.replace(""'"", ""\"""")
d = json.loads(json_acceptable_string)
# d = {u'muffin': u'lolz', u'foo': u'kitty'}

NOTE that if you have single quotes as a part of your keys or values this will fail due to improper character replacement. This solution is only recommended if you have a strong aversion to the eval solution.
More about json single quote: jQuery single quote in JSON response
"
"[INST] So, I started learning to code in Python and later Django. The first times it was hard looking at tracebacks and actually figure out what I did wrong and where the syntax error was. Some time has passed now and some way along the way, I guess I got a routine in debugging my Django code. As this was done early in my coding experience, I sat down and wondered if how I was doing this was ineffective and could be done faster. I usually manage to find and correct the bugs in my code, but I wonder if I should be doing it faster?
I usually just use the debug info Django gives when enabled. When things do end up as I thought it would, I break the code flow a lot with a syntax error, and look at the variables at that point in the flow to figure out, where the code does something other than what I wanted.
But can this be improved? Are there some good tools or better ways to debug your Django code?
 [/INST] I think this is an approach that might be helpful if you're dealing with more complex code:
from django.utils import debug
def wrap_with_debug(func, c_debug):
    return func(func)

def func(func, p, c_debug):
    try:
        return p, c_debug + 6, func, p.c_traceback
    return p.traceback

And then you can wrap the call to p in a decorator, i.e. def func(func, p=True):
    @fun = p.function
    def fun_with_debug(func, c_debug):
        return p.c_traceback + func
    def wrap_with_debug(func, p, c_debug):
        return func, p.c_debug + 6, p.c_debug
    def fun(func):
        print p.c_traceback + p.c_debug
        print 'fun is', p.c_debug
        return

@fun = p.c_debug
@wrap_with_debug.c_debug
def fun(func, c_debug, p=True):
    print p.c_debug + 6

And then you can just print p.c_debug +","So, I started learning to code in Python and later Django. The first times it was hard looking at tracebacks and actually figure out what I did wrong and where the syntax error was. Some time has passed now and some way along the way, I guess I got a routine in debugging my Django code. As this was done early in my coding experience, I sat down and wondered if how I was doing this was ineffective and could be done faster. I usually manage to find and correct the bugs in my code, but I wonder if I should be doing it faster?
I usually just use the debug info Django gives when enabled. When things do end up as I thought it would, I break the code flow a lot with a syntax error, and look at the variables at that point in the flow to figure out, where the code does something other than what I wanted.
But can this be improved? Are there some good tools or better ways to debug your Django code?
","From my perspective, we could break down common code debugging tasks into three distinct usage patterns:

Something has raised an exception: runserver_plus' Werkzeug debugger to the rescue. The ability to run custom code at all the trace levels is a killer. And if you're completely stuck, you can create a Gist to share with just a click.
Page is rendered, but the result is wrong: again, Werkzeug rocks. To make a breakpoint in code, just type assert False in the place you want to stop at.
Code works wrong, but the quick look doesn't help. Most probably, an algorithmic problem. Sigh. Then I usually fire up a console debugger PuDB: import pudb; pudb.set_trace(). The main advantage over [i]pdb is that PuDB (while looking as you're in 80's) makes setting custom watch expressions a breeze. And debugging a bunch of nested loops is much simpler with a GUI.

Ah, yes, the templates' woes. The most common (to me and my colleagues) problem is a wrong context: either you don't have a variable, or your variable doesn't have some attribute. If you're using debug toolbar, just inspect the context at the ""Templates"" section, or, if it's not sufficient, set a break in your views' code just after your context is filled up.
So it goes.
"
